date,product_id,product_name,category,cost_price_inr,current_price_inr,units_sold,daily_revenue_inr,daily_profit_inr,current_stock_qty,reorder_level_qty,days_until_expiry,active_discount_pct,predicted_demand_change_pct,price_elasticity_score,recommended_action,supplier_a_name,supplier_a_price_inr,supplier_a_lead_days,supplier_a_rating,supplier_b_name,supplier_b_price_inr,supplier_b_lead_days,supplier_b_rating,is_weekend,is_festival
2026-06-30,P007,School Backpack Blue,Bags,450,799,10,7990.0,3490.0,8,15,,0.0,4.2,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-06-30,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,3,50997.0,8997.0,5,5,,0.0,3.9,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-01,P001,Aavin Milk 500ml,Dairy,22,25,35,875.0,105.0,18,50,1,0.0,3.8,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-01,P002,Classmate Notebook 120p,Stationery,70,100,13,1300.0,390.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-01,P003,Gel Ball Pen Blue,Stationery,6,10,8,80.0,32.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-01,P004,Ponni Rice 5kg,Grocery,280,350,4,1400.0,280.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-01,P005,Plastic Water Bottle 1L,Household,40,80,2,152.0,72.0,180,20,,5.0,6.0,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-01,P006,Medium Heavy Stapler,Stationery,80,130,0,0.0,0.0,45,10,,0.0,5.0,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-01,P007,School Backpack Blue,Bags,450,799,6,4794.0,2094.0,8,15,,0.0,2.4,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-01,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,5.2,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-02,P001,Aavin Milk 500ml,Dairy,22,25,38,950.0,114.0,18,50,1,0.0,0.3,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-02,P002,Classmate Notebook 120p,Stationery,70,100,17,1700.0,510.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-02,P003,Gel Ball Pen Blue,Stationery,6,10,8,80.0,32.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-02,P004,Ponni Rice 5kg,Grocery,280,350,13,4550.0,910.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-02,P005,Plastic Water Bottle 1L,Household,40,80,1,76.0,36.0,180,20,,5.0,0.7,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-02,P006,Medium Heavy Stapler,Stationery,80,130,0,0.0,0.0,45,10,,0.0,8.6,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-02,P007,School Backpack Blue,Bags,450,799,6,4794.0,2094.0,8,15,,0.0,5.7,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-02,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,0,0.0,0.0,5,5,,0.0,7.5,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-03,P001,Aavin Milk 500ml,Dairy,22,25,26,650.0,78.0,18,50,1,0.0,10.6,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-03,P002,Classmate Notebook 120p,Stationery,70,100,17,1700.0,510.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-03,P003,Gel Ball Pen Blue,Stationery,6,10,9,90.0,36.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-03,P004,Ponni Rice 5kg,Grocery,280,350,17,5950.0,1190.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-03,P005,Plastic Water Bottle 1L,Household,40,80,4,304.0,144.0,180,20,,5.0,2.1,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-03,P006,Medium Heavy Stapler,Stationery,80,130,0,0.0,0.0,45,10,,0.0,7.9,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-03,P007,School Backpack Blue,Bags,450,799,6,4794.0,2094.0,8,15,,0.0,4.6,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-03,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,4,67996.0,11996.0,5,5,,0.0,7.2,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-04,P001,Aavin Milk 500ml,Dairy,22,25,54,1350.0,162.0,18,50,1,0.0,35.6,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,1,0
2026-07-04,P002,Classmate Notebook 120p,Stationery,70,100,28,2800.0,840.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,1,0
2026-07-04,P003,Gel Ball Pen Blue,Stationery,6,10,11,110.0,44.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,1,0
2026-07-04,P004,Ponni Rice 5kg,Grocery,280,350,18,6300.0,1260.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,1,0
2026-07-04,P005,Plastic Water Bottle 1L,Household,40,80,7,532.0,252.0,180,20,,5.0,36.7,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,1,0
2026-07-04,P006,Medium Heavy Stapler,Stationery,80,130,3,390.0,150.0,45,10,,0.0,38.4,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,1,0
2026-07-04,P007,School Backpack Blue,Bags,450,799,3,2397.0,1047.0,8,15,,0.0,41.9,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,1,0
2026-07-04,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,29.4,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,1,0
2026-07-05,P001,Aavin Milk 500ml,Dairy,22,25,43,1075.0,129.0,18,50,1,0.0,39.7,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,1,0
2026-07-05,P002,Classmate Notebook 120p,Stationery,70,100,15,1500.0,450.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,1,0
2026-07-05,P003,Gel Ball Pen Blue,Stationery,6,10,5,50.0,20.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,1,0
2026-07-05,P004,Ponni Rice 5kg,Grocery,280,350,17,5950.0,1190.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,1,0
2026-07-05,P005,Plastic Water Bottle 1L,Household,40,80,5,380.0,180.0,180,20,,5.0,32.7,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,1,0
2026-07-05,P006,Medium Heavy Stapler,Stationery,80,130,0,0.0,0.0,45,10,,0.0,40.0,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,1,0
2026-07-05,P007,School Backpack Blue,Bags,450,799,5,3995.0,1745.0,8,15,,0.0,41.4,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,1,0
2026-07-05,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,38.1,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,1,0
2026-07-06,P001,Aavin Milk 500ml,Dairy,22,25,40,1000.0,120.0,18,50,1,0.0,4.3,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-06,P002,Classmate Notebook 120p,Stationery,70,100,9,900.0,270.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-06,P003,Gel Ball Pen Blue,Stationery,6,10,6,60.0,24.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-06,P004,Ponni Rice 5kg,Grocery,280,350,12,4200.0,840.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-06,P005,Plastic Water Bottle 1L,Household,40,80,2,152.0,72.0,180,20,,5.0,4.4,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-06,P006,Medium Heavy Stapler,Stationery,80,130,2,260.0,100.0,45,10,,0.0,5.2,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-06,P007,School Backpack Blue,Bags,450,799,8,6392.0,2792.0,8,15,,0.0,3.5,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-06,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,5.6,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-07,P001,Aavin Milk 500ml,Dairy,22,25,41,1025.0,123.0,18,50,1,0.0,6.1,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-07,P002,Classmate Notebook 120p,Stationery,70,100,16,1600.0,480.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-07,P003,Gel Ball Pen Blue,Stationery,6,10,13,130.0,52.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-07,P004,Ponni Rice 5kg,Grocery,280,350,12,4200.0,840.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-07,P005,Plastic Water Bottle 1L,Household,40,80,3,228.0,108.0,180,20,,5.0,6.0,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-07,P006,Medium Heavy Stapler,Stationery,80,130,2,260.0,100.0,45,10,,0.0,4.6,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-07,P007,School Backpack Blue,Bags,450,799,5,3995.0,1745.0,8,15,,0.0,2.9,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-07,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,3,50997.0,8997.0,5,5,,0.0,5.0,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-08,P001,Aavin Milk 500ml,Dairy,22,25,27,675.0,81.0,18,50,1,0.0,6.8,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-08,P002,Classmate Notebook 120p,Stationery,70,100,9,900.0,270.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-08,P003,Gel Ball Pen Blue,Stationery,6,10,5,50.0,20.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-08,P004,Ponni Rice 5kg,Grocery,280,350,15,5250.0,1050.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-08,P005,Plastic Water Bottle 1L,Household,40,80,2,152.0,72.0,180,20,,5.0,7.6,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-08,P006,Medium Heavy Stapler,Stationery,80,130,0,0.0,0.0,45,10,,0.0,4.5,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-08,P007,School Backpack Blue,Bags,450,799,1,799.0,349.0,8,15,,0.0,3.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-08,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,0,0.0,0.0,5,5,,0.0,4.9,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-09,P001,Aavin Milk 500ml,Dairy,22,25,27,675.0,81.0,18,50,1,0.0,6.6,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-09,P002,Classmate Notebook 120p,Stationery,70,100,25,2500.0,750.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-09,P003,Gel Ball Pen Blue,Stationery,6,10,6,60.0,24.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-09,P004,Ponni Rice 5kg,Grocery,280,350,12,4200.0,840.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-09,P005,Plastic Water Bottle 1L,Household,40,80,5,380.0,180.0,180,20,,5.0,4.7,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-09,P006,Medium Heavy Stapler,Stationery,80,130,1,130.0,50.0,45,10,,0.0,7.9,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-09,P007,School Backpack Blue,Bags,450,799,3,2397.0,1047.0,8,15,,0.0,-0.7,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-09,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,6.1,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-10,P001,Aavin Milk 500ml,Dairy,22,25,48,1200.0,144.0,18,50,1,0.0,1.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,0,0
2026-07-10,P002,Classmate Notebook 120p,Stationery,70,100,22,2200.0,660.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,0,0
2026-07-10,P003,Gel Ball Pen Blue,Stationery,6,10,5,50.0,20.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,0,0
2026-07-10,P004,Ponni Rice 5kg,Grocery,280,350,16,5600.0,1120.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,0,0
2026-07-10,P005,Plastic Water Bottle 1L,Household,40,80,2,152.0,72.0,180,20,,5.0,5.8,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,0,0
2026-07-10,P006,Medium Heavy Stapler,Stationery,80,130,5,650.0,250.0,45,10,,0.0,5.9,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,0,0
2026-07-10,P007,School Backpack Blue,Bags,450,799,2,1598.0,698.0,8,15,,0.0,5.4,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,0,0
2026-07-10,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,2,33998.0,5998.0,5,5,,0.0,6.5,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,0,0
2026-07-11,P001,Aavin Milk 500ml,Dairy,22,25,43,1075.0,129.0,18,50,1,0.0,35.7,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,1,0
2026-07-11,P002,Classmate Notebook 120p,Stationery,70,100,23,2300.0,690.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,1,0
2026-07-11,P003,Gel Ball Pen Blue,Stationery,6,10,14,140.0,56.0,250,50,,0.0,-10.0,1.4,HOLD,Supplier A (Std Logistics),5.5,2,4.2,Supplier B (Express Supply),5.8,1,4.6,1,0
2026-07-11,P004,Ponni Rice 5kg,Grocery,280,350,14,4900.0,980.0,15,30,180,0.0,15.0,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),275.0,2,4.6,Supplier B (Express Supply),270.0,4,4.1,1,0
2026-07-11,P005,Plastic Water Bottle 1L,Household,40,80,2,152.0,72.0,180,20,,5.0,32.1,1.4,APPLY_DISCOUNT,Supplier A (Std Logistics),38.0,3,4.0,Supplier B (Express Supply),35.0,5,3.8,1,0
2026-07-11,P006,Medium Heavy Stapler,Stationery,80,130,0,0.0,0.0,45,10,,0.0,37.1,1.4,HOLD,Supplier A (Std Logistics),78.0,4,4.1,Supplier B (Express Supply),75.0,2,4.4,1,0
2026-07-11,P007,School Backpack Blue,Bags,450,799,1,799.0,349.0,8,15,,0.0,29.8,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),430.0,3,4.7,Supplier B (Express Supply),440.0,1,4.8,1,0
2026-07-11,P008,Redmi Note 13 (8GB RAM),Electronics,14000,16999,3,50997.0,8997.0,5,5,,0.0,39.3,0.6,HOLD,Supplier A (Std Logistics),13800.0,2,4.9,Supplier B (Express Supply),13900.0,1,4.7,1,0
2026-07-12,P001,Aavin Milk 500ml,Dairy,22,25,52,1300.0,156.0,18,50,1,0.0,37.9,0.6,RESTOCK_URGENT,Supplier A (Std Logistics),21.5,1,4.8,Supplier B (Express Supply),21.0,2,4.2,1,0
2026-07-12,P002,Classmate Notebook 120p,Stationery,70,100,29,2900.0,870.0,12,40,,0.0,35.0,1.4,RESTOCK_URGENT,Supplier A (Std Logistics),68.0,3,4.5,Supplier B (Express Supply),65.0,1,4.9,1,0
